Mã,Sàn,Ngành ICB - cấp 2,Năm,Lợi nhuận sau thuế thu nhập doanh nghiệp,TỔNG CỘNG TÀI SẢN,GTCL tài sản cố định vô hình,NỢ PHẢI TRẢ,VỐN CHỦ SỞ HỮU,price,marketcap,avg20_volume,Slcp,eps,pe,bvps,pb,roe
PLX,HOSE,Dầu khí,2022.0,1902.233337751,74475.615486233,2324.792686084,46693.004842014,27782.610644219,31700.0,40277790.0,712.721052631579,1270592744.4794953,1497.1227767637374,21.173948117017133,20036.1745089013,1.5821383461157674,0.06846848779298631
POW,HOSE,"Điện, nước & xăng dầu khí đốt",2022.0,2552.928570147,56843.24485479,31.888747615,23561.794352453,33281.450502337,10650.0,24940930.0,7117.526315789473,2341871361.5023475,1090.1233142495307,9.769536951268433,14197.860011145909,0.7501130446165344,0.076707250784269
SAB,HOSE,Thực phẩm và đồ uống,2022.0,5499.797977284,34465.075615756,923.738712532,9874.229696363,24590.845919393,83449.94,107029800.0,411.8315789473684,1282562935.3358433,4288.131073929608,19.46067845438483,18452.979229953882,4.522301735675262,0.22365224829239047
SHB,HOSE,Ngân hàng,2022.0,7728.918,550904.12,4451.542,507999.649,42904.471,7596.57,30515520.0,27943.257894736842,4017012941.366959,1924.0460792167396,3.9482266469899145,9572.51807780205,0.7935811599683342,0.180142484451096
SSB,HOSE,Ngân hàng,2022.0,4052.928,231423.056,658.503,205190.836,26232.22,24082.29,67125820.0,1570.6789473684214,2787352033.3822074,1454.0423855547688,16.56230261184013,9174.914647924303,2.6247971696879255,0.15450190643414852
SSI,HOSE,Dịch vụ tài chính,2022.0,1697.693168799,52226.382886481,100.279905063,29842.500921821,22383.88196466,14223.21,26357740.0,26480.673684210527,1853149886.6992755,916.1121725684229,15.525620579981641,12024.716521601647,1.1828312105694048,0.07584444787009434
STB,HOSE,Ngân hàng,2022.0,5040.695,591907.695,3057.882,553280.699,38626.996,22500.0,42417360.0,22729.07894736842,1885216000.0,2673.802365352299,8.41498245777616,18867.39450545717,1.1925334997098906,0.13049668682493457
TCB,HOSE,Ngân hàng,2022.0,20436.426,699032.544,4714.57,585607.578,113424.966,12925.0,90920580.0,13295.821052631578,7034474274.661509,2905.18170968553,4.448947188710981,15453.947481417308,0.8363558900107396,0.18017572956557024
TPB,HOSE,Ngân hàng,2022.0,6260.744,328634.007,301.973,296394.955,32239.052,12602.67,33295940.0,12884.636842105263,2641975073.5360045,2369.721070691502,5.318208187397535,12088.334715912199,1.0425480677177783,0.1941975216889132
VCB,HOSE,Ngân hàng,2022.0,29919.054,1813815.17,2815.317,1678169.085,135646.085,67735.94,378601000.0,1743.9399999999998,5589366590.321179,5352.852334253634,12.654176833264849,23764.905352605816,2.8502507792471716,0.2205670292659018
VHM,HOSE,Bất động sản,2022.0,29161.59,361812.647,1114.657,213290.804,148521.843,48000.0,209009400.0,2783.8842105263157,4354362500.0,6697.097451119424,7.167284088419047,33852.75938785528,1.417905094531823,0.19634546280172407
VIB,HOSE,Ngân hàng,2022.0,8468.767,342798.925,291.92,310147.883,32651.042,13532.75,40045780.0,6021.005263157895,2959175333.912176,2861.8672584040064,4.728643496745158,10935.182389892278,1.237542229977685,0.2593720286170346
VIC,HOSE,Bất động sản,2022.0,2044.344,577407.24,18397.782,441751.791,135655.449,53800.0,205189700.0,2964.8052631578944,3813934944.2379184,536.019630614987,100.36945836904161,30744.537784303975,1.7499043367458444,0.015070120773401445
VJC,HOSE,Du lịch và Giải trí,2022.0,-2261.974843785,68036.964433312,28.385792052,53138.669609828,14898.294823484,109500.0,59306420.0,378.36315789473684,541611141.5525115,-4176.381669884264,-26.218868066968234,27454.95410010929,3.9883512316476284,-0.1518277675791109
VNM,HOSE,Thực phẩm và đồ uống,2022.0,8577.575319708,48482.66423622,1042.841135518,15666.145881135,32816.518355085,76100.0,159022000.0,2156.9736842105262,2089645203.6793692,4104.799850522436,18.539271772365325,15205.297609192745,5.004834627767616,0.26137980960978097
VPB,HOSE,Ngân hàng,2022.0,16908.807,631012.886,639.018,527510.966,103501.92,17900.0,120166300.0,25952.16842105263,6713201117.318436,2518.7398238940536,7.10672846404835,15322.48180895975,1.168218061745915,0.16336708536421354
VRE,HOSE,Bất động sản,2022.0,2777.128,42701.088,10.643,9276.398,33424.69,26300.0,59761980.0,2801.7157894736843,2272318631.178707,1222.1560664489364,21.51934660555797,14704.824641017587,1.7885286388685568,0.08308612585486956
AAA,HOSE,Hóa chất,2022.0,117.291267937,10795.832681712,77.426239462,4624.647264247,6171.185417465,6830.0,2610935.0,2475.7449999999994,382274524.15812594,306.8247045635797,22.260267502627705,15940.793311882711,0.428460482886302,0.0190062783732045
AAM,HOSE,Thực phẩm và đồ uống,2022.0,16.899756334,218.579542224,19.339248573,9.043271702,209.536270522,11450.0,119666.0,5.640000000000001,10451179.03930131,1617.0191200867414,7.080930495976937,18198.618666254828,0.6291686314209882,0.08065313127841335
AAT,HOSE,Hàng cá nhân & Gia dụng,2022.0,89.028136264,1053.445887828,6.801192678,321.963823486,731.482064342,4468.46,316455.3,986.9368421052632,70819767.88423753,1257.108557733852,3.5545537992797893,10232.748472835552,0.4366822864709548,0.12170925386131606
ABR,HOSE,Hàng & Dịch vụ Công nghiệp,2022.0,29.390746456,372.182711927,0.0,87.026800886,285.155911041,8710.0,174199.9,0.4800000000000001,19999988.518943742,1469.5381663925182,5.927032178675332,14257.803736782342,0.6108935261557785,0.10306904159449168
ABS,HOSE,Bán lẻ,2022.0,22.539691244,1669.271116551,8.457613745,763.594899943,905.676216608,5220.0,417600.3,1102.1950000000002,80000057.47126436,281.74593814630884,18.527330098683755,11215.224478873366,0.46543874443468825,0.024887140493119252
ABT,HOSE,Thực phẩm và đồ uống,2022.0,64.289101233,622.539909687,10.546813174,151.648445347,470.89146434,34700.0,408670.9,1.3857142857142857,11777259.365994236,5458.748868062542,6.356767977185947,39087.58709137401,0.8877498608159858,0.13652636775463195
ACC,HOSE,Xây dựng và Vật liệu,2022.0,81.593658179,2099.774620511,0.009565418,883.646263614,1216.128356897,11200.0,1176000.0,32.685,105000000.0,777.082458847619,14.41288485215473,11582.083728371432,0.9670107955241697,0.06709296573528593
ACG,HOSE,Tài nguyên Cơ bản,2022.0,615.581289335,5467.207015864,13.26172023,1554.989645974,3912.21736989,31891.88,4808614.0,16.595,150778630.79881147,4082.682579578461,7.811501231940704,25858.80790270934,1.2333082066269014,0.15734843725012862
ACL,HOSE,Thực phẩm và đồ uống,2022.0,117.947830085,1481.37006707,47.53445055,656.969596548,824.400470522,10550.0,529177.5,141.465,50159004.73933649,2351.4786766193765,4.486538663904577,15488.066878702515,0.6811695793041286,0.14307103683518876
ADG,HOSE,Truyền thông,2022.0,52.682672025,409.722656773,4.124673404,84.998068447,324.724588326,23500.0,502441.9,2.9941176470588236,21380506.382978722,2464.0516497280582,9.537137747333157,14994.963598113534,1.5671928675409692,0.16223801313164007
ADP,HOSE,Xây dựng và Vật liệu,2022.0,40.046140679,358.503421432,16.973650702,84.167434784,274.335986648,16000.0,368637.7,2.2846153846153845,23039856.25,1738.1245891670874,9.205324002502739,11170.309968665713,1.4323684879723342,0.14597479961818907
ADS,HOSE,Hàng cá nhân & Gia dụng,2022.0,74.943592882,2181.694751879,0.817987791,1524.599781838,657.094970041,8182.61,411960.6,326.75,50345867.63880962,1488.5748601982375,5.4969422222475925,13035.369396317683,0.6277236763471756,0.11405290909063547
AGG,HOSE,Bất động sản,2022.0,96.554361414,11098.528307189,2.135084647,8372.909599435,2725.618707754,24320.0,3803599.0,92.885,156397985.1973684,617.3632051087615,39.393342199128185,17413.80248390072,1.39659330708983,0.035424750035401686
AGM,HOSE,Thực phẩm và đồ uống,2022.0,-232.98275897,1580.799210744,310.672358071,1288.785900554,292.01331019,9590.0,174537.9,70.82499999999997,18199989.572471324,-12801.257827224345,-0.749145133191913,-1025.2229984363787,-9.354062496282479,-0.7978497925947571
AGR,HOSE,Dịch vụ tài chính,2022.0,146.342776418,2805.191288242,21.530193361,307.969917729,2497.221370513,7500.0,1615433.0,635.385,215391066.66666666,679.4282543039544,11.038693125418273,11493.936194593032,0.6525179775687413,0.058602244136624966
ANV,HOSE,Thực phẩm và đồ uống,2022.0,673.745234347,5467.65313775,352.23904502,2585.450152251,2882.202985499,11274.99,2866733.0,2741.35,254255923.95203897,2649.8703506081947,4.254921376591945,9950.46212160718,1.1331121974241418,0.2337605081032672
APC,HOSE,Y tế,2022.0,-9.007091555,973.918540819,25.701150697,347.668563855,626.249976964,13900.0,276679.8,4.46,19905021.582733814,-452.50348097150567,-30.71799573819254,30170.71967346839,0.46071158230353454,-0.014382581854398653
APG,HOSE,Dịch vụ tài chính,2022.0,-190.222982007,1604.406994306,4.063503683,54.966151912,1549.440842394,6250.0,914416.6,4099.285,146306656.0,-1300.1662891331478,-4.807077411741713,10562.59080045545,0.591710889692944,-0.12276879297507838
APH,HOSE,Hàng & Dịch vụ Công nghiệp,2022.0,57.410119979,12554.160168059,86.960874404,6297.880001215,6256.280166844,7050.0,1719382.0,2188.295,243883971.63120568,235.39931548192897,29.94911002849204,25296.124428255032,0.2786988188643378,0.009176398506456388
ASG,HOSE,Hàng & Dịch vụ Công nghiệp,2022.0,152.228508245,3030.948819243,37.369570336,1206.074487228,1824.874332015,23454.54,1951871.0,2.1315789473684212,83219325.55488192,1829.2446764016076,12.821980734768909,21479.443023125285,1.091952895368296,0.0834186253674309
ASM,HOSE,Thực phẩm và đồ uống,2022.0,962.584745306,19086.345264791,1434.362804864,11246.527040268,7839.818224523,7000.0,2591255.0,4252.1736842105265,370179285.71428573,2600.3203919112552,2.6919759664134877,17303.657084159226,0.40453876113900844,0.12278151326200765
ASP,HOSE,"Điện, nước & xăng dầu khí đốt",2022.0,13.6871184,2103.068827674,82.369361144,1612.685896983,490.382930691,5160.0,192671.9,33.3,37339515.50387597,366.5585430153541,14.076878300402516,10927.125433768599,0.4722193436211334,0.02791108242840639
AST,HOSE,Bán lẻ,2022.0,33.801769082,578.865632447,18.827924162,123.391649701,455.473982746,57000.0,2564999.0,6.778947368421053,44999982.456140354,751.1507168907277,75.88357265495624,9703.249529254397,5.874320744627899,0.07421229392338294
ATP,HOSE,Thực phẩm và đồ uống,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
BAF,HOSE,Thực phẩm và đồ uống,2022.0,287.778738448,4729.096092916,207.116509176,2986.428033002,1742.668059914,12345.47,2633592.0,4325.770000000001,213324563.58486152,1349.018292183311,9.151447442584002,7198.193798845626,1.7150788579740437,0.16513686402343417
BBC,HOSE,Thực phẩm và đồ uống,2022.0,192.916695007,1850.377772614,1.808390409,487.056290781,1363.321481833,53800.0,1008895.0,0.3,18752695.167286247,10287.411664619805,5.229692536270084,72603.59533807899,0.7410101352347641,0.1415049183759809
BCE,HOSE,Xây dựng và Vật liệu,2022.0,-58.396060591,648.336563873,20.167631892,315.712673997,332.623889876,5620.0,196699.9,54.81500000000001,34999982.20640569,-1668.4597222541547,-3.3683761885526122,8927.326195234873,0.6295277978080133,-0.17556183535935938
BCG,HOSE,Dịch vụ tài chính,2022.0,540.692752244,43820.407345276,395.430145309,30021.280555256,13799.12679002,5736.36,3366179.0,5752.495000000001,586814460.7381685,921.4032516578563,6.225678051036525,22841.455931147564,0.25113810683922555,0.039183113574624694
BFC,HOSE,Hóa chất,2022.0,184.771639067,4288.576672633,232.804515801,2937.077746752,1351.498925881,16750.0,957563.5,111.005,57167970.14925373,3232.083255441806,5.1824160073223045,19568.552235794286,0.855965213888503,0.1367160828089842
BHN,HOSE,Thực phẩm và đồ uống,2022.0,502.769144525,7233.178229846,83.400362115,1928.324905822,5304.853324024,46000.0,10662800.0,3.2176470588235295,231800000.0,2168.9781903580674,21.208143172894722,22525.681457761006,2.042113579838054,0.09477531494567773
BIC,HOSE,Bảo hiểm,2022.0,318.235150428,6656.455896995,7.299305651,4058.086622878,2598.369274117,26750.0,3137157.0,35.08999999999999,117276897.19626169,2713.5365791221157,9.857983933518291,22093.60948669942,1.2107573466483046,0.12247495134660773
BKG,HOSE,Hàng cá nhân & Gia dụng,2022.0,26.340431852,924.315889067,42.43097025,52.891718178,871.424170889,3457.14,247566.2,109.905,71610117.03315458,367.83115212344524,9.398714546177898,11576.481578087447,0.298634777473654,0.030226877715737795
BMC,HOSE,Tài nguyên Cơ bản,2022.0,21.339061199,239.092176132,0.0,21.479143618,217.613032514,12250.0,151809.5,37.68,12392612.24489796,1721.9179279804623,7.11416020528186,17559.90006090857,0.6976121707703028,0.09805966560218385
BMI,HOSE,Bảo hiểm,2022.0,290.869393051,7036.88110316,185.252062696,4616.731719342,2420.149383818,17768.6,2356915.0,233.48499999999996,132644946.70373581,2192.841870566396,8.10300105926493,16848.718150670833,1.0545965480046053,0.12018654509339739
BMP,HOSE,Xây dựng và Vật liệu,2022.0,694.268766316,3044.791993793,7.19741749,423.47338966,2621.318604133,60000.0,4911670.0,67.65500000000002,81861166.66666667,8481.051450720426,7.074594506192186,31933.593095338245,1.8788991210875974,0.2648547815673208
BRC,HOSE,Hóa chất,2022.0,18.621364579,309.231204539,0.0,98.933269429,210.29793511,10200.0,126224.9,3.97,12374990.19607843,1504.7579257800958,6.778498936772253,16993.785997231924,0.6002193979411917,0.0885475388489182
BSI,HOSE,Dịch vụ tài chính,2022.0,112.370678169,5591.086508708,7.899377555,1224.689050241,4366.397458467,14646.53,3259030.0,820.8050000000001,222512089.8943299,505.0093153246836,29.002494717514995,19587.691091220408,0.7477415246029108,0.025735329694070556
BTP,HOSE,"Điện, nước & xăng dầu khí đốt",2022.0,70.744270207,1599.402011842,2.954077392,356.419893057,1242.982118785,14000.0,846797.8,12.920000000000002,60485557.14285714,1169.6059943684313,11.969842893597496,20501.22541591629,0.6828860088105264,0.056914954075245806
BTT,HOSE,Bán lẻ,2022.0,17.701097083,470.848388319,76.571654572,105.42730741,365.421080909,39650.0,535274.9,0.47500000000000003,13499997.477931904,1311.1926214753391,30.23964545757302,21396.2577999866,1.8531277932174117,0.04844027344828544
BWE,HOSE,"Điện, nước & xăng dầu khí đốt",2022.0,746.559670886,9987.292157923,104.492678817,5449.453701636,4537.838456287,43421.05,9549539.0,94.715,219928790.29871455,3394.5517995711157,12.791394140895429,20158.09649772767,2.154025307146171,0.16451878533747064
C32,HOSE,Xây dựng và Vật liệu,2022.0,20.510942791,1010.445441574,58.727775115,423.241046718,587.204394856,18350.0,275803.0,23.465,15030136.239782017,1364.6544824198793,13.446627139978162,35161.13302700606,0.5218830686117537,0.03492981825524295
C47,HOSE,Xây dựng và Vật liệu,2022.0,15.649342966,1844.059734141,1.582756832,1421.360612455,422.699121686,5529.37,202647.1,333.78499999999997,36649220.43560116,427.0034336336983,12.949240133612903,11490.459001548814,0.4812140228040228,0.037022416568031194
CAV,HOSE,Hàng & Dịch vụ Công nghiệp,2022.0,384.245471187,4709.948359444,24.276585002,2878.316817228,1831.631542216,50000.0,2874471.0,0.31,57489420.0,6683.759745480125,7.480819464495618,31438.044725690397,1.5904296986746516,0.20978316999396096
CCI,HOSE,"Điện, nước & xăng dầu khí đốt",2022.0,24.91395667,778.312015479,5.493979191,513.657819905,264.654195574,28500.0,499921.3,2.513333333333333,17541098.245614037,1420.3190884145163,20.065913520752705,14774.457833493992,1.9290047947065732,0.09413777331572211
CCL,HOSE,Bất động sản,2022.0,56.134697351,1360.904187332,5.347878844,720.941806324,639.962381008,4642.85,276637.8,115.09000000000003,59583617.820950486,942.1162964572824,4.9281070898135315,10650.821909992517,0.4359147152431603,0.08771562050660331
CDC,HOSE,Xây dựng và Vật liệu,2022.0,5.866304281,1643.962772043,66.827,1327.915549271,316.047222772,18250.0,401293.9,172.05,21988706.84931507,266.7871431094517,68.40659481297712,11334.009975205212,1.6101979828784796,0.01856148024193213
CHP,HOSE,"Điện, nước & xăng dầu khí đốt",2022.0,510.295093778,3259.700449355,0.554525035,1262.52309951,1997.177349845,22600.0,3320224.0,22.145000000000003,146912566.37168142,3473.4611638801475,6.506478389628489,13590.551673834654,1.6629199860599386,0.2555081519513546
CIG,HOSE,Xây dựng và Vật liệu,2022.0,-6.656969478,729.55164807,0.0,567.677339481,161.874308589,3750.0,118274.7,170.46999999999997,31539920.0,-211.06488152157647,-17.767048563295216,5132.362687952286,0.7306576382068154,-0.041124311424255044
CII,HOSE,Xây dựng và Vật liệu,2022.0,860.54828134,28559.496484792,6807.539823167,20258.490377579,8301.006107213,12900.0,3253664.0,4918.3,252222015.50387597,3411.868228952344,3.7809197584283916,5921.23681615353,2.178598897583008,0.10366794942991828
CKG,HOSE,Bất động sản,2022.0,169.411736203,4748.181444995,9.136876883,3609.201917576,1138.979527419,20000.0,1905188.0,321.15500000000003,95259400.0,1778.425396370332,11.245903280969163,11860.694593247488,1.6862418842979372,0.14873993089840495
CLC,HOSE,Hàng cá nhân & Gia dụng,2022.0,140.450356519,1385.113013339,4.16278056,543.472403975,841.640609364,32000.0,838641.9,9.721052631578948,26207559.375,5359.1543763887785,5.9710912865254935,31955.58261723865,1.0013899725532587,0.16687687708549814
CLL,HOSE,Hàng & Dịch vụ Công nghiệp,2022.0,90.631796057,703.998424827,78.166436494,53.623687047,650.37473778,25100.0,853399.9,10.614999999999998,33999996.015936255,2665.6413728554458,9.416120358723566,16829.657892247935,1.4914147489332832,0.13935319253998715
CLW,HOSE,"Điện, nước & xăng dầu khí đốt",2022.0,30.122538065,505.946584764,1.260042457,261.563551763,244.383033001,24050.0,312649.9,0.24285714285714288,12999995.841995843,2317.119053814666,10.379268152150646,18701.774485081234,1.2859742276961552,0.1232595311347852
CMG,HOSE,Công nghệ Thông tin,2022.0,355.541574833,6922.756263417,437.210423829,3847.108147561,3075.648115856,28554.58,6023841.0,55.19,210958837.42643034,1685.3599459040977,16.942719013463993,12506.883922069046,2.2831090604122393,0.11559891165704675
CMV,HOSE,Bán lẻ,2022.0,23.975746201,488.642888563,35.342632244,238.167694354,250.475194209,10800.0,196083.3,2.926315789473684,18155861.111111112,1320.5513114620164,8.178402388653145,11849.207297215007,0.9114533765088565,0.09572104046756144
CMX,HOSE,Thực phẩm và đồ uống,2022.0,90.878785482,2914.031558965,46.851026186,1518.981154116,1395.050404849,7600.0,774432.3,710.0450000000001,101898986.84210527,891.8517082296282,8.521596056687937,13230.743704567587,0.5744197128825259,0.06514372897647143
CNG,HOSE,"Điện, nước & xăng dầu khí đốt",2022.0,117.610813558,1273.280117629,36.849427575,705.902938864,567.377178765,18384.61,645292.1,105.575,35099580.57309891,3350.775469041915,5.486673210382759,15114.931361789779,1.216321103943343,0.20728858678102174
COM,HOSE,Bán lẻ,2022.0,1.278494699,526.039922156,115.963028741,91.302670194,434.737251962,28500.0,402437.6,0.461111111111111,14120617.54385965,90.5409905075967,314.7745550409983,22575.090801154012,1.2624533939213707,0.002940844598041835
CRC,HOSE,Xây dựng và Vật liệu,2022.0,24.537056504,645.977863259,0.0,272.48610302,373.491760239,5990.0,179699.9,61.95500000000002,29999983.305509184,817.9023386154361,7.323612755698939,12449.732269364702,0.4811348445411721,0.0656963797228045
CRE,HOSE,Bất động sản,2022.0,194.430985905,7617.072451214,76.171453854,2002.179307107,5614.893144107,10300.0,4775887.0,280.06499999999994,463678349.5145631,419.3229770347372,24.56340473597929,11945.180740165315,0.8622724280233414,0.03462772681775097
CRV,HOSE,Bất động sản,2022.0,437.768381869,9155.942369985,0.0,2100.696973812,7055.245396173,,,,,,,,,0.06204864002412448
CSM,HOSE,Ô tô và phụ tùng,2022.0,79.184939323,4204.237007261,86.161232657,2902.802808054,1301.434199207,14400.0,1492204.0,9.84736842105263,103625277.77777778,764.1469438838121,18.844543075460507,11727.572582783587,1.2278755811018909,0.06084436644683964
CSV,HOSE,Hóa chất,2022.0,407.914025598,1718.419083128,2.102282232,289.501873256,1428.917209872,12120.0,1339259.0,652.2789473684211,110499917.49174918,3691.5323998179288,3.2831893878536116,12912.361927750195,0.9386353997677749,0.28547072061266604
CTD,HOSE,Xây dựng và Vật liệu,2022.0,20.791833411,18967.071946667,111.209465435,10753.109689422,8213.962257245,24674.99,2429979.0,634.375,98479432.00787517,211.12868938294977,116.87180019028098,82278.6304368819,0.29989548767378715,0.0025312793947477514
CTF,HOSE,Ô tô và phụ tùng,2022.0,117.529862884,2526.696305277,87.580473882,1602.051072557,924.64523272,27453.25,2500976.0,795.0099999999999,91099450.88468578,1290.127017700359,21.279493897380117,9188.472056736779,2.987792728810869,0.1271080612596315
CTI,HOSE,Xây dựng và Vật liệu,2022.0,96.768970299,4496.412953809,3056.395988025,3152.415758244,1343.997195565,12700.0,695959.5,440.425,54799960.62992126,1765.8583908938667,7.191969676329107,-31248.17559677251,-0.406423727384319,0.07200087218806993
CTR,HOSE,Xây dựng và Vật liệu,2022.0,442.925217662,6040.96452768,29.210800871,4416.13295861,1624.83156907,50400.0,5765050.0,282.6052631578947,114385912.6984127,3872.200756309971,13.015854076747011,13949.451733676135,3.613045226596727,0.2725976194046475
CTS,HOSE,Dịch vụ tài chính,2022.0,71.067936264,5036.970412985,34.342328297,3182.650568889,1854.319844096,12650.0,1881072.0,1921.4684210526314,148701343.87351778,477.9239676841716,26.468645339753184,12239.146388260177,1.0335688126202915,0.038325608438196025
CVT,HOSE,Xây dựng và Vật liệu,2022.0,94.946367014,3372.478210996,0.0,2500.760097868,871.718113128,41450.0,1520836.0,4.125000000000001,36690856.453558505,2587.739186033405,16.017842997360294,23758.456394480152,1.7446419629193652,0.10891865797454
D2D,HOSE,Bất động sản,2022.0,17.181711324,1663.639967602,0.110395939,658.808191947,1004.831775655,22750.0,688408.4,26.235000000000003,30259709.89010989,567.8081973157214,40.066346536646066,33203.2720526638,0.6851734360371521,0.017099092345880577
DAG,HOSE,Hóa chất,2022.0,7.389285953,2178.529768895,0.211166072,1491.574559089,686.955209806,3790.0,225743.0,259.175,59562796.833773084,124.05874716766412,30.550042512341786,11529.748101831989,0.3287149004927348,0.01075657604385412
DAH,HOSE,Du lịch và Giải trí,2022.0,43.315814732,1162.099467839,6.679662166,251.344012433,910.755455406,4390.0,369638.2,188.29000000000002,84200045.55808656,514.4393265454706,8.533562217102338,10737.236390404456,0.4088575346933044,0.04756031322666139
DAT,HOSE,Thực phẩm và đồ uống,2022.0,80.098959462,1752.664282963,34.616771936,986.372246257,766.292036706,9227.27,638791.2,1.2692307692307692,69228623.41732712,1157.020831963447,7.97502494777165,10568.970299456656,0.8730528839194834,0.1045279810114107
DBC,HOSE,Thực phẩm và đồ uống,2022.0,5.194587097,12974.10392135,0.0,8332.876258119,4641.227663231,12130.14,3412226.0,5134.035,281301452.4152236,18.46626475761089,656.8810833820927,16499.124421086082,0.735199013621446,0.0011192269532806708
DBD,HOSE,Y tế,2022.0,243.555116974,1895.717209447,60.120767379,540.580153262,1355.137056185,31560.0,2952578.0,173.6277777777778,93554435.9949303,2603.3518815419743,12.122832961523013,13842.382512745593,2.279954333796269,0.17972729463959877
DBT,HOSE,Y tế,2022.0,40.500398144,840.71974734,4.395819803,616.426857523,224.292889817,8971.38,159807.6,8.48,17813045.48464116,2273.636935296686,3.945827876353235,12344.720626442044,0.7267381961470684,0.1805692466535349
DC4,HOSE,Xây dựng và Vật liệu,2022.0,-2.05415418,1177.607414479,0.040752926,582.642977213,594.964437266,5958.63,353848.1,34.96500000000001,59384136.957656376,-34.590957875917375,-172.25975705484777,10018.225654507834,0.5947789763867851,-0.0034525663238618364
DCL,HOSE,Y tế,2022.0,112.913962533,2105.322887503,20.983664809,713.665523351,1391.657364152,24500.0,1789505.0,65.66999999999999,73041020.40816326,1545.8979338188494,15.848394298242814,18765.80709967477,1.3055660153527109,0.08113632381186271
DCM,HOSE,Hóa chất,2022.0,4321.080734535,14166.860720016,47.207630472,3561.411903496,10605.44881652,26500.0,14029100.0,2817.878947368421,529400000.0,8162.222770183227,3.2466646336589906,19943.787657816396,1.3287345640994168,0.407439685890907
DDB,HOSE,,2022.0,7.164843015,429.930290604,0.51144,311.496260463,118.434030141,,,,,,,,,0.06049648911271528
DGC,HOSE,Hóa chất,2022.0,6036.982866996,13405.182747367,0.092318504,2571.528808329,10833.653939038,58900.0,22368940.0,2847.2349999999997,379778268.25127333,15896.072449837337,3.705317787514407,28526.017748246126,2.0647817203164074,0.5572434656826474
