Mã,Sàn,Ngành ICB - cấp 2,Năm,Lợi nhuận sau thuế thu nhập doanh nghiệp,TỔNG CỘNG TÀI SẢN,GTCL tài sản cố định vô hình,NỢ PHẢI TRẢ,VỐN CHỦ SỞ HỮU,price,marketcap,avg20_volume,Slcp,eps,pe,bvps,pb,roe
AGM,HOSE,Thực phẩm và đồ uống,2021.0,44.712467421,1856.416043823,80.222335783,1373.757471254,482.658572569,36100.0,657019.9,160.91500000000002,18199997.229916897,2456.72935309585,14.694333323493103,22111.88450756911,1.6326062117248588,0.09263788102428863
AGR,HOSE,Dịch vụ tài chính,2021.0,390.130202453,2739.269214518,25.472208352,288.227817971,2451.041396547,25097.92,5405995.0,2174.8199999999997,215396136.41289797,1811.2219139583365,13.85689948127324,11260.968876179693,2.2287531628907686,0.1591691609136472
ANV,HOSE,Thực phẩm và đồ uống,2021.0,128.739197732,4887.17984094,244.237818881,2551.594214788,2335.585626152,16649.99,4233358.0,1026.0900000000001,254255888.44197503,506.3371335109913,32.88320942323021,8225.366264224305,2.024224753664533,0.05512073558360804
APC,HOSE,Y tế,2021.0,-1.595270215,999.849947592,27.800159583,364.592879073,635.257068519,25600.0,509568.4,31.860000000000007,19905015.625,-80.14413276804449,-319.4245057725221,30517.78106484154,0.8388552216692077,-0.0025112199360789746
APG,HOSE,Dịch vụ tài chính,2021.0,268.436656833,1172.97626326,4.581503691,164.785368059,1008.190895201,20650.0,3021232.0,1683.1950000000002,146306634.38256657,1834.7538234738179,11.254915910681943,6859.630089540128,3.010366409041217,0.26625578361276764
APH,HOSE,Hàng & Dịch vụ Công nghiệp,2021.0,238.449222687,12328.0675275,86.106185628,6385.130555343,5942.936972157,29719.99,7248238.0,7973.495000000001,243884267.79416814,977.7146547568408,30.397406702870185,24014.795376108515,1.2375699869409416,0.04012312831250748
ASG,HOSE,Hàng & Dịch vụ Công nghiệp,2021.0,34.844622203,2138.637403648,0.670898529,759.187148723,1379.450254925,26818.18,2231790.0,48.959999999999994,83219293.77757923,418.70845835497545,64.0497689140636,16568.02519955376,1.6186708842477087,0.025259788875021436
ASM,HOSE,Thực phẩm và đồ uống,2021.0,703.88761861,18169.1139304,1266.382661874,10592.774179941,7576.339750459,15979.02,5915129.0,5217.305263157895,370180962.28679854,1901.4689849573126,8.403513350157917,17045.601290798815,0.9374277696279009,0.09290602610150318
ASP,HOSE,"Điện, nước & xăng dầu khí đốt",2021.0,25.347131026,2028.09010367,73.188172226,1536.563764497,491.526339173,13850.0,517152.4,239.225,37339523.46570397,678.828455035885,20.40279822870396,11203.628973231005,1.2362065928006012,0.051568205009413955
AST,HOSE,Bán lẻ,2021.0,-128.50444255,502.533696279,18.568705545,90.075426669,412.45826961,52800.0,2375999.0,24.03684210526316,44999981.06060606,-2855.655480764091,-18.48962536120507,8753.105107633464,6.032145090312446,-0.3115574399114543
ATP,HOSE,Thực phẩm và đồ uống,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
BAF,HOSE,Thực phẩm và đồ uống,2021.0,321.791002053,5457.246010443,207.116513349,4002.427538977,1454.818471466,13719.25,3205802.0,2477.755,233671811.505731,1377.106635068423,9.962373029535469,5339.548446503137,2.5693652070868875,0.2211897967783814
BBC,HOSE,Thực phẩm và đồ uống,2021.0,22.400282622,1639.538136486,2.769931011,658.073870149,981.464266337,63100.0,973051.0,1.5421052631578949,15420776.545166403,1452.6040602683722,43.439228710638545,63465.9566241344,0.9942338122105098,0.02282332978418242
BCE,HOSE,Xây dựng và Vật liệu,2021.0,22.134681589,808.728682634,19.681327527,415.919594152,392.809088482,18400.0,643999.9,582.2850000000001,34999994.56521739,632.4195721732256,29.09460872118624,10660.794825545783,1.7259501098275762,0.056349718573312224
BCG,HOSE,Dịch vụ tài chính,2021.0,1000.342632216,37689.325905725,2.463206764,29339.761323132,8349.564582593,20692.64,10666700.0,3542.2249999999995,515482799.68143266,1940.5936198728837,10.663046496749509,16192.78350507039,1.277892710263222,0.11980776031141714
BFC,HOSE,Hóa chất,2021.0,296.756528445,3854.080063879,230.849111854,2492.109264299,1361.97079958,32700.0,1869392.0,354.445,57167951.070336394,5190.959670390961,6.299413225365547,19785.940663402966,1.6526886720368825,0.21788758506167152
BHN,HOSE,Thực phẩm và đồ uống,2021.0,324.172819885,7087.729500362,96.781082662,2252.851201633,4834.878298729,60500.0,14023900.0,3.2049999999999996,231800000.0,1398.5022428170837,43.26056701784858,20440.453908830892,2.9598168548430412,0.06704880657910646
BIC,HOSE,Bảo hiểm,2021.0,400.113456472,6044.47408122,7.849576739,3468.983953129,2575.490128091,29850.0,3500716.0,42.36,117276917.92294808,3411.698257067754,8.749308335859434,21893.826993637067,1.36339800294737,0.155354296297991
BKG,HOSE,Hàng cá nhân & Gia dụng,2021.0,23.472343379,463.327409966,42.43097025,62.326987407,401.000422559,12380.95,416000.0,1250.0149999999999,33600006.4615397,698.5815138418992,17.72298544218566,10671.70783789691,1.1601657567904269,0.05853446046069058
BMC,HOSE,Tài nguyên Cơ bản,2021.0,17.441618799,243.510949526,0.0,35.404296143,208.106653383,25600.0,317251.0,88.97000000000001,12392617.1875,1407.4201224090705,18.189309355745653,16792.79285677523,1.5244635135049265,0.0838109619056744
BMI,HOSE,Bảo hiểm,2021.0,255.081627969,7387.212300491,189.139241558,5051.855980063,2335.356320428,36033.06,4779605.0,726.645,132644993.23676647,1923.0400013190742,18.73755094812577,16180.158983001193,2.2269904787620556,0.10922599936366512
BMP,HOSE,Xây dựng và Vật liệu,2021.0,214.376817966,2838.021003777,9.333997069,544.54622366,2293.474780117,59900.0,4903484.0,57.39,81861168.61435726,2618.785213975084,22.87320078040196,27902.616365134505,2.1467520900601844,0.09347249850947291
BRC,HOSE,Hóa chất,2021.0,21.697184017,311.352234631,0.0,99.808466453,211.543768178,16600.0,205424.8,4.2,12374987.951807229,1753.3095063604783,9.467809271426525,17094.46255639436,0.9710746942313551,0.10256593330011625
BSI,HOSE,Dịch vụ tài chính,2021.0,356.889768929,6004.732402734,2.781020023,4285.475351346,1719.257051388,35690.39,5154596.0,866.5400000000002,144425320.09316793,2471.1024957311674,14.443103862205307,11884.869150767412,3.0030107649687885,0.20758371683912757
BTP,HOSE,"Điện, nước & xăng dầu khí đốt",2021.0,127.217720754,1909.359553191,2.169594259,634.081645337,1275.277907854,17800.0,1076643.0,7.9049999999999985,60485561.79775281,2103.2741859847692,8.46299551366666,21048.135716287572,0.8456805980315832,0.09975686081481504
BTT,HOSE,Bán lẻ,2021.0,4.88009398,463.013346695,76.571654572,105.055041205,357.95830549,44650.0,602774.9,0.557142857142857,13499997.760358343,361.4885029336822,123.5170680053174,20843.459081472534,2.1421588338803503,0.013633135214783643
BWE,HOSE,"Điện, nước & xăng dầu khí đốt",2021.0,755.142495421,9073.853965987,106.012984564,5148.51755521,3925.336410777,37631.57,8276267.0,568.025,219928825.71734318,3433.576717185422,10.959874527238588,17366.179325313497,2.1669458373694797,0.19237650392148772
C32,HOSE,Xây dựng và Vật liệu,2021.0,75.28958329,973.034696395,60.319245988,389.131078397,583.903617998,33400.0,502006.6,275.05,15030137.7245509,5009.241077479857,6.667676696607203,34835.6336851627,0.9587883574004233,0.12894179958696178
C47,HOSE,Xây dựng và Vật liệu,2021.0,43.220042699,1572.251007751,1.91964177,1227.173060017,345.077947734,18631.57,533931.6,475.05999999999995,28657359.524720676,1508.1655608122976,12.353796217150748,11974.526322565824,1.5559337796008743,0.12524718830284615
CAV,HOSE,Hàng & Dịch vụ Công nghiệp,2021.0,335.784640284,6648.568758458,60.417905077,4849.530414623,1799.038343835,59600.0,3426369.0,1.4062499999999998,57489412.751677856,5840.808319514448,10.204067098191404,30242.44561808048,1.9707400900265841,0.18664673903959697
CCI,HOSE,"Điện, nước & xăng dầu khí đốt",2021.0,32.563469753,689.162756154,5.756376939,409.07190591,280.090850244,25050.0,439404.5,2.4650000000000003,17541097.804391216,1856.4100215465478,13.493786237552852,15639.527033269462,1.6017108411726226,0.1162603838170096
CCL,HOSE,Bất động sản,2021.0,78.019685893,1201.275612763,5.347878844,611.844183867,589.431428896,13871.17,826497.4,1529.6749999999997,59583827.46372512,1309.4104426322513,10.593446904330003,9802.719545124768,1.415032832077565,0.13236431257004772
CDC,HOSE,Xây dựng và Vật liệu,2021.0,30.652671909,1287.018991211,66.827,975.9507519,311.068239311,17700.0,389200.1,16.22,21988706.214689266,1394.018893595608,12.697101941241412,11107.576631672755,1.5935068995634247,0.09854002445538662
CHP,HOSE,"Điện, nước & xăng dầu khí đốt",2021.0,242.074622322,3272.703458543,0.134811342,1378.509314738,1894.194143805,22750.0,3342261.0,40.855000000000004,146912571.42857143,1647.7461388639306,13.806738467422788,12892.425161749263,1.7646020600916366,0.12779821071335792
CIG,HOSE,Xây dựng và Vật liệu,2021.0,16.548612398,707.502590681,0.0,536.185112419,171.317478262,13700.0,432097.1,548.1099999999999,31539934.30656934,524.6875988119338,26.110775309005454,5431.76395349425,2.522200912502245,0.09659617083956724
CII,HOSE,Xây dựng và Vật liệu,2021.0,-242.076368335,30870.173187113,7306.538719519,22491.394695423,8378.77849169,46400.0,11088430.0,11486.43,238974784.4827586,-1012.9787076027897,-45.80550376009919,4486.832259276945,10.341371666851076,-0.02889160616611231
CKG,HOSE,Bất động sản,2021.0,152.718693303,4686.271239371,9.152390151,3719.111927346,967.159312025,33999.99,3085492.0,2335.265,90749791.39699748,1682.8544832120992,20.20376113275315,10556.57436922435,3.2207408209163373,0.1579043818367872
CLC,HOSE,Hàng cá nhân & Gia dụng,2021.0,135.420824476,1050.16903897,4.457537275,276.178090451,773.990948519,37000.0,969679.8,16.229999999999997,26207562.162162162,5167.242326396817,7.160492514737657,29363.029131913438,1.2600879777688283,0.17496435163114274
CLL,HOSE,Hàng & Dịch vụ Công nghiệp,2021.0,84.854029017,678.550929158,79.762984582,30.296931847,648.253997311,33500.0,1138999.0,17.75,33999970.14925373,2495.7089269345274,13.423039697641327,16720.33858363484,2.0035479444649753,0.13089626808161625
CLW,HOSE,"Điện, nước & xăng dầu khí đốt",2021.0,27.730376763,458.366752817,0.382595002,232.588754936,225.777997881,29850.0,388049.9,6.2846153846153845,12999996.649916248,2133.1064545450213,13.993675719464655,17338.112381779123,1.7216407035964194,0.12282143088900872
CMG,HOSE,Công nghệ Thông tin,2021.0,312.955123715,5996.182127446,133.764514395,3405.803737103,2590.378390343,34699.04,5999991.0,86.03999999999999,172915187.2789564,1809.8764408132836,19.172049106516734,14207.045168246865,2.4423826058886124,0.12081444351207728
CMV,HOSE,Bán lẻ,2021.0,28.5365519,472.853385638,35.426127116,221.691975708,251.16140993,14450.0,262352.1,2.116666666666667,18155854.671280276,1571.754809490757,9.193545909798583,11882.408551950986,1.2160834175010282,0.11361837755232099
CMX,HOSE,Thực phẩm và đồ uống,2021.0,83.52418968,2421.584295083,0.385702691,1125.428492054,1296.155803029,17409.09,1739155.0,1462.0499999999997,99899248.03651425,836.0842681165228,20.822171477066643,12970.769308137158,1.3421786777965807,0.06443993035776367
CNG,HOSE,"Điện, nước & xăng dầu khí đốt",2021.0,82.295062636,1122.618736889,35.989068614,600.879628247,521.739108642,23192.3,814039.7,172.78000000000003,35099567.52887812,2344.617567390021,9.891719793696325,13839.202993836032,1.6758407265454396,0.1577322099740622
COM,HOSE,Bán lẻ,2021.0,40.19450177,535.098819975,119.146518422,62.844806712,472.254013263,42050.0,593772.0,0.4466666666666666,14120618.311533889,2846.51145461305,14.772468219600475,25006.51791944391,1.681561588681,0.08511203852409728
CRC,HOSE,Xây dựng và Vật liệu,2021.0,22.463805597,642.136521397,0.0,292.642817662,349.493703735,11400.0,341999.9,399.07,29999991.228070177,748.7937388455376,15.224486275187205,11649.793530872377,0.9785581151965985,0.06427527980313187
CRE,HOSE,Bất động sản,2021.0,450.456324306,6270.874257951,94.365817238,2832.541850486,3438.332407465,24147.39,8265573.0,2852.7850000000003,342296745.1140682,1315.9819096611284,18.349332785446926,9769.203587117501,2.471786956292199,0.1310101150569414
CRV,HOSE,Bất động sản,2021.0,388.557979323,8008.646382694,0.0,654.064224693,7354.582158001,,,,,,,,,0.05283209446512069
CSM,HOSE,Ô tô và phụ tùng,2021.0,42.015244948,4203.902666215,88.55621023,2894.787824687,1309.114841528,18900.0,1958517.0,75.95263157894736,103625238.09523809,405.45378442832003,46.6144372697089,11778.584577786254,1.6046070625195776,0.03209439203894425
CSV,HOSE,Hóa chất,2021.0,218.053054337,1455.842350328,2.805894912,296.131689228,1159.7106611,17020.0,1880709.0,935.5894736842106,110499941.24559341,1973.3318577279847,8.625006449546781,10469.731957745595,1.6256385615878601,0.1880236697403247
CTD,HOSE,Xây dựng và Vật liệu,2021.0,24.110828208,13924.612376531,107.627572305,5677.051643717,8247.560732814,82124.94,8087621.0,1140.3049999999998,98479475.29702914,244.83099788334636,335.4352214793069,82656.13861119506,0.9935733918844945,0.002923388986039462
CTF,HOSE,Ô tô và phụ tùng,2021.0,51.833349519,1762.091595441,84.658939983,950.263323561,811.82827188,16053.15,1379659.0,455.755,85943194.94927786,603.1117361833141,26.617207122496936,8461.046070327759,1.8973008616862599,0.06384767729136406
CTI,HOSE,Xây dựng và Vật liệu,2021.0,-13.180652831,4755.351648108,3206.262681277,3500.293762078,1255.05788603,26950.0,1476859.0,1667.53,54799962.89424861,-240.52302474064888,-112.0474849718011,-35605.95102979137,-0.7568959463391676,-0.010502027816974284
CTR,HOSE,Xây dựng và Vật liệu,2021.0,375.273242343,3963.439810451,26.277949538,2651.724305415,1311.715505036,71161.63,8140136.0,700.2736842105264,114389397.76955642,3280.664551613499,21.691224104275225,11237.383713546453,6.332579879266382,0.286093471413758
CTS,HOSE,Dịch vụ tài chính,2021.0,386.50377357,6685.686401841,37.268371873,4873.877661077,1811.808740764,34144.85,4931624.0,1774.0526315789473,144432440.03121993,2676.0177525662166,12.759575293271565,12286.300560368722,2.779099358039413,0.21332482003979064
CVT,HOSE,Xây dựng và Vật liệu,2021.0,94.195469045,2427.738320582,0.0,1650.188457833,777.549862749,45500.0,1669434.0,21.244999999999997,36690857.14285714,2567.2736038366897,17.723081767366764,21191.924182135685,2.1470442989955334,0.12114395945229191
D2D,HOSE,Bất động sản,2021.0,242.714607941,1786.012429435,0.056351781,689.016926104,1096.995503331,59700.0,1806506.0,245.58999999999997,30259731.99329983,8021.042882823363,7.4429224319252025,36250.788731139,1.6468607191632882,0.22125396795520402
DAG,HOSE,Hóa chất,2021.0,5.929066162,2028.803406674,0.424426976,1349.025142264,679.77826441,15300.0,911310.8,955.3799999999998,59562797.385620914,99.54311117414608,153.7022483980168,11405.673797282116,1.3414376276170437,0.00872205904839575
DAH,HOSE,Du lịch và Giải trí,2021.0,34.982183735,1127.092212944,6.79652736,263.824662998,863.267549946,11950.0,1006191.0,1310.115,84200083.68200837,415.46495211470784,28.762955669725574,10171.854767039955,1.174810324536072,0.04052299166948675
DAT,HOSE,Thực phẩm và đồ uống,2021.0,34.660450384,1626.247373155,35.5805126,942.687659811,683.559713344,16048.64,1111030.0,1.9249999999999998,69228919.08597863,500.6643299016928,32.054690221592594,9359.949704533801,1.7146075039512563,0.050705812100072085
DBC,HOSE,Thực phẩm và đồ uống,2021.0,829.557934446,10862.554292155,0.0,6176.631172021,4685.923120134,29905.46,8412478.0,3432.1649999999995,281302410.9978579,2948.9897775967406,10.140916807236698,16657.955769066208,1.795265902646613,0.1770319130678093
DBD,HOSE,Y tế,2021.0,189.123578445,1559.517987028,60.411372449,418.96909817,1140.548888858,31938.46,2988005.0,159.88000000000002,93555074.3523639,2021.521331196733,15.799219878175885,11545.472267391851,2.7663190608672235,0.16581803751907925
DBT,HOSE,Y tế,2021.0,12.745322645,786.991797262,4.269962877,587.435154059,199.556643203,12679.55,225861.4,148.84499999999997,17813045.41564961,715.5049766954855,17.721120625267623,10963.127066101304,1.1565632618822768,0.06386819521730859
DC4,HOSE,Xây dựng và Vật liệu,2021.0,42.466338764,981.693091222,0.06888871,379.731794632,601.96129659,19660.03,823074.4,158.89499999999998,41865368.46586704,1014.3548312162338,19.381807425737982,14376.856813543269,1.3674776242801474,0.07054662650998328
DCL,HOSE,Y tế,2021.0,87.756304428,1781.028068118,21.150854177,759.357932999,1021.670135119,39800.0,2341546.0,296.65999999999997,58832814.07035176,1491.621738900026,26.682367896669238,17006.143539990928,2.340330710863871,0.08589494927125232
DCM,HOSE,Hóa chất,2021.0,1826.124286936,11072.121334925,38.935203139,3594.024059539,7478.097275386,36700.0,19428960.0,5559.1,529399455.0408719,3449.4260799626536,10.639451070769821,14052.077314043821,2.6117134982826746,0.24419638040102123
DDB,HOSE,,2021.0,5.272811935,271.48380968,0.51144,160.214622554,111.269187126,,,,,,,,,0.04738788941658328
DGC,HOSE,Hóa chất,2021.0,2513.7762336,8520.393116371,0.15550078,2188.391014861,6332.00210151,73686.56,27355630.0,2948.915,371243141.21869713,6771.239531450762,10.882285238580593,17055.794162133618,4.320324184235,0.3969954831506668
